1537397500.234;200;0.006;0.008
1537397500.243;200;0.004;0.004
1537397500.261;200;0.010;0.012
1537397500.267;200;0.003;0.004
1537397500.278;200;0.002;0.000
1537397500.296;200;0.007;0.008
1537397500.303;200;0.002;0.000
1537397500.316;200;0.002;0.000
1537397500.329;200;0.003;0.004
1537397500.342;200;0.003;0.004
1537397500.353;200;0.001;0.004
1537397500.365;200;0.001;0.000
1537397500.379;200;0.002;0.000
1537397500.391;200;0.002;0.000
1537397500.404;200;0.002;0.000
1537397500.416;200;0.002;0.000
1537397500.429;200;0.002;0.000
1537397500.442;200;0.003;0.000
1537397500.457;200;0.005;0.004
1537397500.466;200;0.002;0.000
1537397500.479;200;0.002;0.000
1537397500.492;200;0.003;0.000
1537397500.504;200;0.002;0.000
1537397500.516;200;0.002;0.000
1537397500.529;200;0.002;0.004
1537397500.541;200;0.001;0.000
1537397500.555;200;0.003;0.000
1537397500.565;200;0.001;0.000
1537397500.583;200;0.006;0.008
1537397500.594;200;0.005;0.004
1537397500.604;200;0.003;0.000
1537397500.620;200;0.006;0.004
1537397500.628;200;0.002;0.000
1537397500.642;200;0.003;0.004
1537397500.653;200;0.002;0.004
1537397500.665;200;0.001;0.004
1537397500.679;200;0.003;0.004
1537397500.692;200;0.003;0.000
1537397500.704;200;0.003;0.000
1537397500.720;200;0.006;0.008
1537397500.729;200;0.003;0.004
1537397500.741;200;0.002;0.004
1537397500.754;200;0.003;0.000
1537397500.768;200;0.004;0.008
1537397500.778;200;0.001;0.004
1537397500.792;200;0.003;0.000
1537397500.803;200;0.002;0.000
1537397500.816;200;0.002;0.000
1537397500.829;200;0.003;0.004
1537397500.842;200;0.002;0.004
1537397500.855;200;0.002;0.000
1537397500.867;200;0.003;0.000
1537397500.880;200;0.004;0.008
1537397500.892;200;0.003;0.000
1537397500.904;200;0.003;0.000
1537397500.917;200;0.003;0.004
1537397500.928;200;0.002;0.000
1537397500.941;200;0.002;0.004
1537397500.953;200;0.002;0.000
1537397500.966;200;0.002;0.004
1537397500.981;200;0.005;0.008
1537397500.990;200;0.001;0.000
1537397501.004;200;0.003;0.000
1537397501.017;200;0.003;0.004
