1537395166.254;200;0.005;0.008
1537395166.264;200;0.004;0.004
1537395166.277;200;0.005;0.008
1537395166.291;200;0.006;0.004
1537395166.300;200;0.003;0.000
1537395166.318;200;0.008;0.008
1537395166.328;200;0.006;0.008
1537395166.338;200;0.003;0.004
1537395166.349;200;0.002;0.004
1537395166.361;200;0.001;0.004
1537395166.375;200;0.003;0.000
1537395166.387;200;0.002;0.000
1537395166.399;200;0.002;0.000
1537395166.413;200;0.003;0.004
1537395166.424;200;0.002;0.000
1537395166.438;200;0.003;0.004
1537395166.451;200;0.004;0.004
1537395166.463;200;0.003;0.004
1537395166.475;200;0.003;0.000
1537395166.488;200;0.003;0.004
1537395166.499;200;0.001;0.000
1537395166.512;200;0.002;0.000
1537395166.525;200;0.003;0.004
1537395166.537;200;0.002;0.004
1537395166.550;200;0.003;0.004
1537395166.563;200;0.003;0.004
1537395166.574;200;0.002;0.004
1537395166.588;200;0.003;0.004
1537395166.601;200;0.004;0.004
1537395166.612;200;0.002;0.000
1537395166.625;200;0.003;0.004
1537395166.637;200;0.002;0.004
1537395166.649;200;0.002;0.004
1537395166.662;200;0.002;0.004
1537395166.675;200;0.003;0.004
1537395166.688;200;0.003;0.000
1537395166.700;200;0.003;0.000
1537395166.712;200;0.002;0.000
1537395166.724;200;0.002;0.000
1537395166.737;200;0.002;0.004
1537395166.751;200;0.004;0.004
1537395166.762;200;0.002;0.004
1537395166.775;200;0.003;0.000
1537395166.788;200;0.003;0.000
1537395166.799;200;0.002;0.000
1537395166.811;200;0.001;0.000
1537395166.824;200;0.002;0.000
1537395166.837;200;0.002;0.004
1537395166.850;200;0.003;0.004
1537395166.861;200;0.001;0.004
1537395166.874;200;0.002;0.004
1537395166.887;200;0.002;0.004
1537395166.901;200;0.004;0.000
1537395166.911;200;0.001;0.000
1537395166.924;200;0.002;0.000
1537395166.936;200;0.001;0.000
1537395166.949;200;0.002;0.000
1537395166.961;200;0.001;0.004
1537395166.974;200;0.002;0.004
1537395166.986;200;0.001;0.000
1537395167.000;200;0.003;0.000
