1537396990.345;200;0.009;0.012
1537396990.355;200;0.007;0.008
1537396990.365;200;0.005;0.008
1537396990.382;200;0.009;0.012
1537396990.388;200;0.002;0.000
1537396990.403;200;0.004;0.004
1537396990.420;200;0.010;0.008
1537396990.425;200;0.002;0.000
1537396990.438;200;0.002;0.008
1537396990.450;200;0.002;0.004
1537396990.462;200;0.002;0.004
1537396990.475;200;0.002;0.000
1537396990.488;200;0.003;0.000
1537396990.501;200;0.003;0.000
1537396990.513;200;0.003;0.004
1537396990.525;200;0.002;0.000
1537396990.538;200;0.003;0.004
1537396990.551;200;0.003;0.004
1537396990.564;200;0.003;0.000
1537396990.576;200;0.003;0.000
1537396990.589;200;0.004;0.004
1537396990.600;200;0.002;0.000
1537396990.612;200;0.002;0.000
1537396990.628;200;0.005;0.008
1537396990.638;200;0.002;0.004
1537396990.651;200;0.003;0.004
1537396990.663;200;0.003;0.004
1537396990.676;200;0.003;0.000
1537396990.688;200;0.002;0.000
1537396990.700;200;0.002;0.000
1537396990.713;200;0.002;0.000
1537396990.727;200;0.004;0.004
1537396990.738;200;0.002;0.004
1537396990.750;200;0.002;0.004
1537396990.762;200;0.001;0.004
1537396990.777;200;0.004;0.004
1537396990.791;200;0.005;0.004
1537396990.801;200;0.003;0.000
1537396990.813;200;0.002;0.000
1537396990.825;200;0.002;0.008
1537396990.839;200;0.004;0.008
1537396990.850;200;0.002;0.004
1537396990.863;200;0.002;0.008
1537396990.876;200;0.003;0.000
1537396990.888;200;0.002;0.000
1537396990.900;200;0.002;0.000
1537396990.914;200;0.002;0.000
1537396990.925;200;0.002;0.004
1537396990.938;200;0.003;0.004
1537396990.950;200;0.002;0.004
1537396990.963;200;0.002;0.004
1537396990.975;200;0.002;0.000
1537396990.989;200;0.004;0.000
1537396991.000;200;0.002;0.000
1537396991.012;200;0.002;0.000
1537396991.026;200;0.003;0.004
1537396991.038;200;0.003;0.004
1537396991.051;200;0.003;0.004
1537396991.062;200;0.002;0.004
1537396991.076;200;0.003;0.000
1537396991.088;200;0.003;0.000
1537396991.101;200;0.003;0.000
1537396991.112;200;0.002;0.000
1537396991.125;200;0.002;0.000
1537396991.140;200;0.005;0.004
1537396991.152;200;0.004;0.004
1537396991.164;200;0.004;0.004
1537396991.177;200;0.004;0.004
1537396991.188;200;0.003;0.000
1537396991.200;200;0.001;0.000
1537396991.212;200;0.002;0.000
1537396991.225;200;0.002;0.008
1537396991.240;200;0.005;0.004
1537396991.251;200;0.003;0.004
1537396991.262;200;0.002;0.004
1537396991.275;200;0.002;0.000
1537396991.288;200;0.003;0.000
1537396991.300;200;0.002;0.000
1537396991.312;200;0.001;0.000
1537396991.325;200;0.002;0.000
1537396991.337;200;0.002;0.004
1537396991.349;200;0.001;0.000
1537396991.361;200;0.001;0.004
1537396991.375;200;0.002;0.000
1537396991.390;200;0.005;0.004
1537396991.399;200;0.001;0.000
1537396991.412;200;0.002;0.000
1537396991.424;200;0.001;0.000
1537396991.438;200;0.003;0.008
1537396991.450;200;0.002;0.004
1537396991.463;200;0.003;0.004
1537396991.476;200;0.003;0.000
1537396991.488;200;0.003;0.000
1537396991.499;200;0.001;0.000
1537396991.512;200;0.002;0.000
1537396991.525;200;0.002;0.004
1537396991.537;200;0.002;0.004
