1537393530.789;200;0.004;0.008
1537393530.800;200;0.004;0.004
1537393530.812;200;0.003;0.004
1537393530.827;200;0.006;0.008
1537393530.835;200;0.002;0.000
1537393530.847;200;0.001;0.000
1537393530.865;200;0.007;0.004
1537393530.878;200;0.007;0.008
1537393530.885;200;0.002;0.000
1537393530.897;200;0.001;0.004
1537393530.909;200;0.001;0.000
1537393530.922;200;0.001;0.000
1537393530.935;200;0.002;0.000
1537393530.947;200;0.001;0.000
1537393530.960;200;0.002;0.000
1537393530.973;200;0.002;0.000
1537393530.985;200;0.002;0.000
1537393530.999;200;0.003;0.004
1537393531.010;200;0.002;0.004
1537393531.023;200;0.002;0.004
1537393531.035;200;0.002;0.000
1537393531.047;200;0.001;0.000
1537393531.060;200;0.002;0.000
1537393531.073;200;0.002;0.000
1537393531.085;200;0.002;0.004
1537393531.101;200;0.005;0.004
1537393531.112;200;0.003;0.000
1537393531.123;200;0.002;0.000
1537393531.135;200;0.002;0.000
1537393531.149;200;0.003;0.000
1537393531.162;200;0.003;0.004
1537393531.174;200;0.003;0.004
1537393531.185;200;0.002;0.000
1537393531.198;200;0.002;0.000
1537393531.210;200;0.001;0.000
1537393531.222;200;0.001;0.000
1537393531.236;200;0.003;0.000
1537393531.249;200;0.003;0.000
1537393531.260;200;0.002;0.000
1537393531.274;200;0.004;0.000
1537393531.284;200;0.001;0.000
1537393531.299;200;0.003;0.008
1537393531.311;200;0.002;0.004
1537393531.323;200;0.002;0.004
1537393531.336;200;0.003;0.000
1537393531.347;200;0.001;0.000
1537393531.360;200;0.002;0.000
1537393531.373;200;0.002;0.004
1537393531.386;200;0.003;0.004
1537393531.398;200;0.002;0.004
1537393531.411;200;0.003;0.004
1537393531.423;200;0.002;0.004
1537393531.435;200;0.002;0.000
1537393531.449;200;0.003;0.000
1537393531.460;200;0.002;0.000
1537393531.473;200;0.002;0.004
1537393531.487;200;0.004;0.004
1537393531.498;200;0.002;0.008
1537393531.509;200;0.001;0.004
1537393531.522;200;0.002;0.008
1537393531.536;200;0.003;0.000
1537393531.547;200;0.002;0.000
1537393531.560;200;0.002;0.000
1537393531.572;200;0.001;0.000
1537393531.585;200;0.002;0.004
1537393531.597;200;0.001;0.000
1537393531.610;200;0.002;0.004
1537393531.622;200;0.001;0.000
1537393531.637;200;0.004;0.004
1537393531.647;200;0.002;0.000
1537393531.659;200;0.001;0.000
1537393531.672;200;0.001;0.000
1537393531.686;200;0.003;0.008
1537393531.697;200;0.001;0.000
1537393531.710;200;0.002;0.004
1537393531.722;200;0.001;0.000
1537393531.735;200;0.002;0.000
1537393531.747;200;0.001;0.000
1537393531.760;200;0.002;0.000
1537393531.773;200;0.003;0.000
1537393531.786;200;0.003;0.004
1537393531.797;200;0.001;0.000
1537393531.810;200;0.001;0.004
1537393531.822;200;0.001;0.000
1537393531.835;200;0.002;0.000
1537393531.847;200;0.001;0.000
1537393531.860;200;0.002;0.000
1537393531.873;200;0.002;0.000
1537393531.884;200;0.001;0.000
1537393531.897;200;0.001;0.004
1537393531.910;200;0.002;0.004
1537393531.922;200;0.001;0.004
1537393531.935;200;0.002;0.000
1537393531.947;200;0.001;0.000
1537393531.959;200;0.001;0.000
1537393531.972;200;0.001;0.000
1537393531.986;200;0.003;0.004
1537393531.997;200;0.001;0.000
1537393532.011;200;0.002;0.000
1537393532.023;200;0.002;0.000
1537393532.035;200;0.002;0.000
1537393532.047;200;0.001;0.000
1537393532.060;200;0.002;0.000
1537393532.073;200;0.002;0.000
1537393532.085;200;0.002;0.000
1537393532.097;200;0.001;0.004
1537393532.110;200;0.002;0.004
1537393532.122;200;0.001;0.000
1537393532.135;200;0.002;0.000
1537393532.147;200;0.001;0.000
1537393532.159;200;0.001;0.000
1537393532.172;200;0.001;0.000
1537393532.184;200;0.001;0.000
1537393532.197;200;0.002;0.000
1537393532.210;200;0.002;0.004
1537393532.222;200;0.001;0.000
1537393532.235;200;0.002;0.000
1537393532.249;200;0.003;0.000
1537393532.259;200;0.001;0.000
1537393532.274;200;0.003;0.004
1537393532.287;200;0.003;0.004
1537393532.298;200;0.002;0.008
1537393532.311;200;0.002;0.000
1537393532.322;200;0.002;0.004
1537393532.334;200;0.001;0.000
1537393532.347;200;0.002;0.000
1537393532.360;200;0.002;0.000
1537393532.372;200;0.001;0.000
1537393532.385;200;0.002;0.004
1537393532.397;200;0.001;0.004
1537393532.409;200;0.001;0.000
1537393532.422;200;0.001;0.004
1537393532.435;200;0.002;0.000
1537393532.447;200;0.001;0.000
1537393532.460;200;0.002;0.000
1537393532.473;200;0.002;0.004
1537393532.484;200;0.001;0.000
1537393532.497;200;0.001;0.000
1537393532.510;200;0.002;0.004
1537393532.522;200;0.001;0.008
1537393532.535;200;0.002;0.000
1537393532.547;200;0.001;0.000
1537393532.559;200;0.001;0.000
1537393532.572;200;0.001;0.000
1537393532.586;200;0.003;0.004
1537393532.597;200;0.001;0.000
1537393532.610;200;0.002;0.004
1537393532.622;200;0.001;0.004
1537393532.635;200;0.002;0.000
1537393532.647;200;0.001;0.000
1537393532.660;200;0.002;0.000
1537393532.672;200;0.001;0.000
1537393532.685;200;0.002;0.000
1537393532.697;200;0.001;0.000
1537393532.710;200;0.002;0.000
1537393532.723;200;0.002;0.004
1537393532.735;200;0.002;0.000
1537393532.747;200;0.001;0.000
1537393532.761;200;0.003;0.000
1537393532.773;200;0.002;0.000
1537393532.784;200;0.001;0.000
1537393532.797;200;0.001;0.000
1537393532.810;200;0.002;0.004
1537393532.822;200;0.001;0.008
1537393532.835;200;0.002;0.000
1537393532.847;200;0.001;0.000
1537393532.860;200;0.002;0.000
1537393532.874;200;0.003;0.004
1537393532.886;200;0.003;0.004
1537393532.898;200;0.002;0.004
1537393532.911;200;0.002;0.000
1537393532.923;200;0.002;0.004
1537393532.935;200;0.002;0.000
1537393532.947;200;0.001;0.000
1537393532.959;200;0.001;0.000
1537393532.972;200;0.001;0.000
1537393532.986;200;0.003;0.004
1537393532.996;200;0.000;0.000
1537393533.011;200;0.002;0.000
1537393533.022;200;0.001;0.000
1537393533.035;200;0.002;0.000
1537393533.048;200;0.002;0.000
1537393533.060;200;0.002;0.000
1537393533.073;200;0.002;0.000
1537393533.085;200;0.002;0.000
1537393533.097;200;0.001;0.000
1537393533.110;200;0.002;0.004
1537393533.123;200;0.003;0.008
1537393533.135;200;0.002;0.000
1537393533.147;200;0.001;0.000
1537393533.159;200;0.001;0.000
1537393533.172;200;0.002;0.000
1537393533.186;200;0.003;0.008
1537393533.197;200;0.001;0.000
1537393533.212;200;0.003;0.000
1537393533.222;200;0.001;0.000
1537393533.235;200;0.002;0.000
1537393533.247;200;0.001;0.000
1537393533.259;200;0.001;0.000
1537393533.272;200;0.001;0.000
1537393533.286;200;0.003;0.004
1537393533.297;200;0.002;0.004
1537393533.310;200;0.002;0.004
1537393533.322;200;0.001;0.004
1537393533.334;200;0.001;0.000
1537393533.349;200;0.003;0.004
1537393533.360;200;0.002;0.000
1537393533.372;200;0.001;0.000
1537393533.385;200;0.002;0.004
1537393533.397;200;0.001;0.004
1537393533.410;200;0.002;0.004
1537393533.422;200;0.001;0.000
1537393533.435;200;0.002;0.000
1537393533.447;200;0.001;0.000
1537393533.459;200;0.001;0.000
1537393533.472;200;0.001;0.000
1537393533.486;200;0.003;0.004
1537393533.498;200;0.002;0.004
1537393533.511;200;0.002;0.000
1537393533.523;200;0.002;0.000
1537393533.534;200;0.001;0.000
1537393533.547;200;0.001;0.000
1537393533.559;200;0.001;0.000
1537393533.573;200;0.002;0.004
1537393533.585;200;0.002;0.000
1537393533.597;200;0.001;0.000
1537393533.610;200;0.002;0.004
1537393533.622;200;0.001;0.008
1537393533.634;200;0.001;0.000
1537393533.649;200;0.003;0.004
1537393533.660;200;0.002;0.000
1537393533.673;200;0.002;0.000
1537393533.685;200;0.002;0.000
1537393533.697;200;0.001;0.004
1537393533.710;200;0.002;0.004
1537393533.722;200;0.001;0.000
1537393533.741;200;0.008;0.004
1537393533.747;200;0.001;0.000
1537393533.759;200;0.001;0.000
1537393533.772;200;0.001;0.000
1537393533.785;200;0.002;0.004
1537393533.797;200;0.001;0.000
1537393533.812;200;0.003;0.000
1537393533.822;200;0.001;0.000
1537393533.835;200;0.002;0.000
1537393533.847;200;0.001;0.000
1537393533.859;200;0.001;0.000
1537393533.872;200;0.001;0.000
1537393533.886;200;0.003;0.004
1537393533.897;200;0.001;0.000
1537393533.910;200;0.001;0.000
1537393533.922;200;0.001;0.000
1537393533.935;200;0.002;0.000
1537393533.947;200;0.001;0.000
1537393533.960;200;0.002;0.000
